Pos { x: 91, y: 69 }, Pos { x: 91, y: 68 }, Up(Dir { dx: 0, dy: -1 }), 1
Pos { x: 54, y: 122 }, Pos { x: 53, y: 122 }, Left(Dir { dx: -1, dy: 0 }), 2101
Pos { x: 53, y: 122 }, Pos { x: 52, y: 122 }, Left(Dir { dx: -1, dy: 0 }), 2102
Pos { x: 52, y: 122 }, Pos { x: 51, y: 122 }, Left(Dir { dx: -1, dy: 0 }), 2103
Pos { x: 51, y: 122 }, Pos { x: 50, y: 122 }, Left(Dir { dx: -1, dy: 0 }), 2104
Pos { x: 50, y: 122 }, Pos { x: 49, y: 122 }, Left(Dir { dx: -1, dy: 0 }), 2105
Pos { x: 49, y: 122 }, Pos { x: 48, y: 122 }, Left(Dir { dx: -1, dy: 0 }), 2106
Pos { x: 48, y: 122 }, Pos { x: 47, y: 122 }, Left(Dir { dx: -1, dy: 0 }), 2107
Pos { x: 47, y: 122 }, Pos { x: 46, y: 122 }, Left(Dir { dx: -1, dy: 0 }), 2108
Pos { x: 46, y: 122 }, Pos { x: 45, y: 122 }, Left(Dir { dx: -1, dy: 0 }), 2109
Pos { x: 45, y: 122 }, Pos { x: 44, y: 122 }, Left(Dir { dx: -1, dy: 0 }), 2110
Pos { x: 44, y: 122 }, Pos { x: 43, y: 122 }, Left(Dir { dx: -1, dy: 0 }), 2111
Pos { x: 44, y: 122 }, Pos { x: 44, y: 121 }, Up(Dir { dx: 0, dy: -1 }), 2111
Pos { x: 44, y: 121 }, Pos { x: 44, y: 120 }, Up(Dir { dx: 0, dy: -1 }), 2112
Pos { x: 44, y: 120 }, Pos { x: 44, y: 119 }, Up(Dir { dx: 0, dy: -1 }), 2113
Pos { x: 44, y: 119 }, Pos { x: 44, y: 118 }, Up(Dir { dx: 0, dy: -1 }), 2114
Pos { x: 44, y: 118 }, Pos { x: 44, y: 117 }, Up(Dir { dx: 0, dy: -1 }), 2115
Pos { x: 44, y: 117 }, Pos { x: 44, y: 116 }, Up(Dir { dx: 0, dy: -1 }), 2116
Pos { x: 44, y: 116 }, Pos { x: 44, y: 115 }, Up(Dir { dx: 0, dy: -1 }), 2117
Pos { x: 44, y: 115 }, Pos { x: 44, y: 114 }, Up(Dir { dx: 0, dy: -1 }), 2118
Pos { x: 44, y: 114 }, Pos { x: 44, y: 113 }, Up(Dir { dx: 0, dy: -1 }), 2119
Pos { x: 44, y: 113 }, Pos { x: 44, y: 112 }, Up(Dir { dx: 0, dy: -1 }), 2120
Pos { x: 44, y: 112 }, Pos { x: 44, y: 111 }, Up(Dir { dx: 0, dy: -1 }), 2121
Pos { x: 44, y: 111 }, Pos { x: 44, y: 110 }, Up(Dir { dx: 0, dy: -1 }), 2122
Pos { x: 44, y: 110 }, Pos { x: 44, y: 109 }, Up(Dir { dx: 0, dy: -1 }), 2123
Pos { x: 44, y: 109 }, Pos { x: 44, y: 108 }, Up(Dir { dx: 0, dy: -1 }), 2124
Pos { x: 44, y: 108 }, Pos { x: 44, y: 107 }, Up(Dir { dx: 0, dy: -1 }), 2125
Pos { x: 44, y: 107 }, Pos { x: 44, y: 106 }, Up(Dir { dx: 0, dy: -1 }), 2126
Pos { x: 44, y: 106 }, Pos { x: 44, y: 105 }, Up(Dir { dx: 0, dy: -1 }), 2127
Pos { x: 44, y: 105 }, Pos { x: 44, y: 104 }, Up(Dir { dx: 0, dy: -1 }), 2128
Pos { x: 44, y: 104 }, Pos { x: 44, y: 103 }, Up(Dir { dx: 0, dy: -1 }), 2129
Pos { x: 44, y: 103 }, Pos { x: 44, y: 102 }, Up(Dir { dx: 0, dy: -1 }), 2130
Pos { x: 44, y: 102 }, Pos { x: 44, y: 101 }, Up(Dir { dx: 0, dy: -1 }), 2131
Pos { x: 44, y: 101 }, Pos { x: 44, y: 100 }, Up(Dir { dx: 0, dy: -1 }), 2132
Pos { x: 44, y: 100 }, Pos { x: 44, y: 99 }, Up(Dir { dx: 0, dy: -1 }), 2133
Pos { x: 44, y: 99 }, Pos { x: 44, y: 98 }, Up(Dir { dx: 0, dy: -1 }), 2134
Pos { x: 44, y: 98 }, Pos { x: 44, y: 97 }, Up(Dir { dx: 0, dy: -1 }), 2135
Pos { x: 44, y: 97 }, Pos { x: 44, y: 96 }, Up(Dir { dx: 0, dy: -1 }), 2136
Pos { x: 44, y: 96 }, Pos { x: 44, y: 95 }, Up(Dir { dx: 0, dy: -1 }), 2137
Pos { x: 44, y: 95 }, Pos { x: 44, y: 94 }, Up(Dir { dx: 0, dy: -1 }), 2138
Pos { x: 44, y: 94 }, Pos { x: 44, y: 93 }, Up(Dir { dx: 0, dy: -1 }), 2139
Pos { x: 44, y: 93 }, Pos { x: 44, y: 92 }, Up(Dir { dx: 0, dy: -1 }), 2140
Pos { x: 44, y: 92 }, Pos { x: 44, y: 91 }, Up(Dir { dx: 0, dy: -1 }), 2141
Pos { x: 44, y: 91 }, Pos { x: 44, y: 90 }, Up(Dir { dx: 0, dy: -1 }), 2142
Pos { x: 44, y: 90 }, Pos { x: 44, y: 89 }, Up(Dir { dx: 0, dy: -1 }), 2143
Pos { x: 44, y: 89 }, Pos { x: 44, y: 88 }, Up(Dir { dx: 0, dy: -1 }), 2144
Pos { x: 44, y: 88 }, Pos { x: 44, y: 87 }, Up(Dir { dx: 0, dy: -1 }), 2145
Pos { x: 44, y: 87 }, Pos { x: 44, y: 86 }, Up(Dir { dx: 0, dy: -1 }), 2146
Pos { x: 44, y: 86 }, Pos { x: 44, y: 85 }, Up(Dir { dx: 0, dy: -1 }), 2147
Pos { x: 44, y: 85 }, Pos { x: 44, y: 84 }, Up(Dir { dx: 0, dy: -1 }), 2148
Pos { x: 44, y: 84 }, Pos { x: 44, y: 83 }, Up(Dir { dx: 0, dy: -1 }), 2149
Pos { x: 44, y: 83 }, Pos { x: 44, y: 82 }, Up(Dir { dx: 0, dy: -1 }), 2150
Pos { x: 44, y: 82 }, Pos { x: 44, y: 81 }, Up(Dir { dx: 0, dy: -1 }), 2151
Pos { x: 44, y: 81 }, Pos { x: 44, y: 80 }, Up(Dir { dx: 0, dy: -1 }), 2152
Pos { x: 44, y: 80 }, Pos { x: 44, y: 79 }, Up(Dir { dx: 0, dy: -1 }), 2153
Pos { x: 44, y: 79 }, Pos { x: 44, y: 78 }, Up(Dir { dx: 0, dy: -1 }), 2154
Pos { x: 44, y: 78 }, Pos { x: 44, y: 77 }, Up(Dir { dx: 0, dy: -1 }), 2155
Pos { x: 44, y: 77 }, Pos { x: 44, y: 76 }, Up(Dir { dx: 0, dy: -1 }), 2156
Pos { x: 44, y: 76 }, Pos { x: 44, y: 75 }, Up(Dir { dx: 0, dy: -1 }), 2157
Pos { x: 44, y: 75 }, Pos { x: 44, y: 74 }, Up(Dir { dx: 0, dy: -1 }), 2158
Pos { x: 44, y: 74 }, Pos { x: 44, y: 73 }, Up(Dir { dx: 0, dy: -1 }), 2159
Pos { x: 44, y: 73 }, Pos { x: 44, y: 72 }, Up(Dir { dx: 0, dy: -1 }), 2160
Pos { x: 44, y: 72 }, Pos { x: 44, y: 71 }, Up(Dir { dx: 0, dy: -1 }), 2161
Pos { x: 44, y: 71 }, Pos { x: 44, y: 70 }, Up(Dir { dx: 0, dy: -1 }), 2162
Pos { x: 44, y: 70 }, Pos { x: 44, y: 69 }, Up(Dir { dx: 0, dy: -1 }), 2163
Pos { x: 44, y: 69 }, Pos { x: 44, y: 68 }, Up(Dir { dx: 0, dy: -1 }), 2164
Pos { x: 44, y: 68 }, Pos { x: 44, y: 67 }, Up(Dir { dx: 0, dy: -1 }), 2165
Pos { x: 44, y: 67 }, Pos { x: 44, y: 66 }, Up(Dir { dx: 0, dy: -1 }), 2166
Pos { x: 44, y: 66 }, Pos { x: 44, y: 65 }, Up(Dir { dx: 0, dy: -1 }), 2167
Pos { x: 44, y: 65 }, Pos { x: 44, y: 64 }, Up(Dir { dx: 0, dy: -1 }), 2168
Pos { x: 44, y: 64 }, Pos { x: 44, y: 63 }, Up(Dir { dx: 0, dy: -1 }), 2169
Pos { x: 44, y: 64 }, Pos { x: 45, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2169
Pos { x: 45, y: 64 }, Pos { x: 46, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2170
Pos { x: 46, y: 64 }, Pos { x: 47, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2171
Pos { x: 47, y: 64 }, Pos { x: 48, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2172
Pos { x: 48, y: 64 }, Pos { x: 49, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2173
Pos { x: 49, y: 64 }, Pos { x: 50, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2174
Pos { x: 50, y: 64 }, Pos { x: 51, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2175
Pos { x: 51, y: 64 }, Pos { x: 52, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2176
Pos { x: 52, y: 64 }, Pos { x: 53, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2177
Pos { x: 53, y: 64 }, Pos { x: 54, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2178
Pos { x: 54, y: 64 }, Pos { x: 55, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2179
Pos { x: 55, y: 64 }, Pos { x: 56, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2180
Pos { x: 56, y: 64 }, Pos { x: 57, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2181
Pos { x: 57, y: 64 }, Pos { x: 58, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2182
Pos { x: 58, y: 64 }, Pos { x: 59, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2183
Pos { x: 59, y: 64 }, Pos { x: 60, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2184
Pos { x: 60, y: 64 }, Pos { x: 61, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2185
Pos { x: 61, y: 64 }, Pos { x: 62, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2186
Pos { x: 62, y: 64 }, Pos { x: 63, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2187
Pos { x: 63, y: 64 }, Pos { x: 64, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2188
Pos { x: 64, y: 64 }, Pos { x: 65, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2189
Pos { x: 65, y: 64 }, Pos { x: 66, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2190
Pos { x: 66, y: 64 }, Pos { x: 67, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2191
Pos { x: 67, y: 64 }, Pos { x: 68, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2192
Pos { x: 68, y: 64 }, Pos { x: 69, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2193
Pos { x: 69, y: 64 }, Pos { x: 70, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2194
Pos { x: 70, y: 64 }, Pos { x: 71, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2195
Pos { x: 71, y: 64 }, Pos { x: 72, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2196
Pos { x: 72, y: 64 }, Pos { x: 73, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2197
Pos { x: 73, y: 64 }, Pos { x: 74, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2198
Pos { x: 74, y: 64 }, Pos { x: 75, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2199
Pos { x: 75, y: 64 }, Pos { x: 76, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2200
Pos { x: 76, y: 64 }, Pos { x: 77, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2201
Pos { x: 77, y: 64 }, Pos { x: 78, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2202
Pos { x: 78, y: 64 }, Pos { x: 79, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2203
Pos { x: 79, y: 64 }, Pos { x: 80, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2204
Pos { x: 80, y: 64 }, Pos { x: 81, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2205
Pos { x: 81, y: 64 }, Pos { x: 82, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2206
Pos { x: 82, y: 64 }, Pos { x: 83, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2207
Pos { x: 83, y: 64 }, Pos { x: 84, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2208
Pos { x: 84, y: 64 }, Pos { x: 85, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2209
Pos { x: 85, y: 64 }, Pos { x: 86, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2210
Pos { x: 86, y: 64 }, Pos { x: 87, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2211
Pos { x: 87, y: 64 }, Pos { x: 88, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2212
Pos { x: 88, y: 64 }, Pos { x: 89, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2213
Pos { x: 89, y: 64 }, Pos { x: 90, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2214
Pos { x: 90, y: 64 }, Pos { x: 91, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2215
Pos { x: 91, y: 64 }, Pos { x: 92, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2216
Pos { x: 92, y: 64 }, Pos { x: 93, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2217
Pos { x: 93, y: 64 }, Pos { x: 94, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2218
Pos { x: 94, y: 64 }, Pos { x: 95, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2219
Pos { x: 95, y: 64 }, Pos { x: 96, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2220
Pos { x: 96, y: 64 }, Pos { x: 97, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2221
Pos { x: 97, y: 64 }, Pos { x: 98, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2222
Pos { x: 98, y: 64 }, Pos { x: 99, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2223
Pos { x: 99, y: 64 }, Pos { x: 100, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2224
Pos { x: 100, y: 64 }, Pos { x: 101, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2225
Pos { x: 101, y: 64 }, Pos { x: 102, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2226
Pos { x: 102, y: 64 }, Pos { x: 103, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2227
Pos { x: 103, y: 64 }, Pos { x: 104, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2228
Pos { x: 104, y: 64 }, Pos { x: 105, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2229
Pos { x: 105, y: 64 }, Pos { x: 106, y: 64 }, Right(Dir { dx: 1, dy: 0 }), 2230
Pos { x: 105, y: 64 }, Pos { x: 105, y: 65 }, Down(Dir { dx: 0, dy: 1 }), 2230
Pos { x: 105, y: 65 }, Pos { x: 105, y: 66 }, Down(Dir { dx: 0, dy: 1 }), 2231
Pos { x: 105, y: 66 }, Pos { x: 105, y: 67 }, Down(Dir { dx: 0, dy: 1 }), 2232
Pos { x: 105, y: 67 }, Pos { x: 105, y: 68 }, Down(Dir { dx: 0, dy: 1 }), 2233
Pos { x: 105, y: 68 }, Pos { x: 105, y: 69 }, Down(Dir { dx: 0, dy: 1 }), 2234
Pos { x: 105, y: 69 }, Pos { x: 105, y: 70 }, Down(Dir { dx: 0, dy: 1 }), 2235
Pos { x: 105, y: 70 }, Pos { x: 105, y: 71 }, Down(Dir { dx: 0, dy: 1 }), 2236
Pos { x: 105, y: 71 }, Pos { x: 105, y: 72 }, Down(Dir { dx: 0, dy: 1 }), 2237
Pos { x: 105, y: 72 }, Pos { x: 105, y: 73 }, Down(Dir { dx: 0, dy: 1 }), 2238
Pos { x: 105, y: 73 }, Pos { x: 105, y: 74 }, Down(Dir { dx: 0, dy: 1 }), 2239
Pos { x: 105, y: 74 }, Pos { x: 105, y: 75 }, Down(Dir { dx: 0, dy: 1 }), 2240
Pos { x: 105, y: 75 }, Pos { x: 105, y: 76 }, Down(Dir { dx: 0, dy: 1 }), 2241
Pos { x: 105, y: 76 }, Pos { x: 105, y: 77 }, Down(Dir { dx: 0, dy: 1 }), 2242
Pos { x: 105, y: 77 }, Pos { x: 105, y: 78 }, Down(Dir { dx: 0, dy: 1 }), 2243
Pos { x: 105, y: 78 }, Pos { x: 105, y: 79 }, Down(Dir { dx: 0, dy: 1 }), 2244
Pos { x: 105, y: 79 }, Pos { x: 105, y: 80 }, Down(Dir { dx: 0, dy: 1 }), 2245
Pos { x: 105, y: 80 }, Pos { x: 105, y: 81 }, Down(Dir { dx: 0, dy: 1 }), 2246
Pos { x: 105, y: 81 }, Pos { x: 105, y: 82 }, Down(Dir { dx: 0, dy: 1 }), 2247
Pos { x: 105, y: 82 }, Pos { x: 105, y: 83 }, Down(Dir { dx: 0, dy: 1 }), 2248
Pos { x: 105, y: 83 }, Pos { x: 105, y: 84 }, Down(Dir { dx: 0, dy: 1 }), 2249
Pos { x: 105, y: 84 }, Pos { x: 105, y: 85 }, Down(Dir { dx: 0, dy: 1 }), 2250
Pos { x: 105, y: 85 }, Pos { x: 105, y: 86 }, Down(Dir { dx: 0, dy: 1 }), 2251
Pos { x: 105, y: 86 }, Pos { x: 105, y: 87 }, Down(Dir { dx: 0, dy: 1 }), 2252
Pos { x: 105, y: 87 }, Pos { x: 105, y: 88 }, Down(Dir { dx: 0, dy: 1 }), 2253
Pos { x: 105, y: 88 }, Pos { x: 105, y: 89 }, Down(Dir { dx: 0, dy: 1 }), 2254
Pos { x: 105, y: 89 }, Pos { x: 105, y: 90 }, Down(Dir { dx: 0, dy: 1 }), 2255
Pos { x: 105, y: 90 }, Pos { x: 105, y: 91 }, Down(Dir { dx: 0, dy: 1 }), 2256
Pos { x: 105, y: 91 }, Pos { x: 105, y: 92 }, Down(Dir { dx: 0, dy: 1 }), 2257
Pos { x: 105, y: 92 }, Pos { x: 105, y: 93 }, Down(Dir { dx: 0, dy: 1 }), 2258
Pos { x: 105, y: 93 }, Pos { x: 105, y: 94 }, Down(Dir { dx: 0, dy: 1 }), 2259
Pos { x: 105, y: 94 }, Pos { x: 105, y: 95 }, Down(Dir { dx: 0, dy: 1 }), 2260
Pos { x: 105, y: 95 }, Pos { x: 105, y: 96 }, Down(Dir { dx: 0, dy: 1 }), 2261
Pos { x: 105, y: 96 }, Pos { x: 105, y: 97 }, Down(Dir { dx: 0, dy: 1 }), 2262
Pos { x: 105, y: 97 }, Pos { x: 105, y: 98 }, Down(Dir { dx: 0, dy: 1 }), 2263
Pos { x: 105, y: 98 }, Pos { x: 105, y: 99 }, Down(Dir { dx: 0, dy: 1 }), 2264
Pos { x: 105, y: 99 }, Pos { x: 105, y: 100 }, Down(Dir { dx: 0, dy: 1 }), 2265
Pos { x: 105, y: 100 }, Pos { x: 105, y: 101 }, Down(Dir { dx: 0, dy: 1 }), 2266
Pos { x: 105, y: 100 }, Pos { x: 104, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2266
Pos { x: 104, y: 100 }, Pos { x: 103, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2267
Pos { x: 103, y: 100 }, Pos { x: 102, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2268
Pos { x: 102, y: 100 }, Pos { x: 101, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2269
Pos { x: 101, y: 100 }, Pos { x: 100, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2270
Pos { x: 100, y: 100 }, Pos { x: 99, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2271
Pos { x: 99, y: 100 }, Pos { x: 98, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2272
Pos { x: 98, y: 100 }, Pos { x: 97, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2273
Pos { x: 97, y: 100 }, Pos { x: 96, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2274
Pos { x: 96, y: 100 }, Pos { x: 95, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2275
Pos { x: 95, y: 100 }, Pos { x: 94, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2276
Pos { x: 94, y: 100 }, Pos { x: 93, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2277
Pos { x: 93, y: 100 }, Pos { x: 92, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2278
Pos { x: 92, y: 100 }, Pos { x: 91, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2279
Pos { x: 91, y: 100 }, Pos { x: 90, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2280
Pos { x: 90, y: 100 }, Pos { x: 89, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2281
Pos { x: 89, y: 100 }, Pos { x: 88, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2282
Pos { x: 88, y: 100 }, Pos { x: 87, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2283
Pos { x: 87, y: 100 }, Pos { x: 86, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2284
Pos { x: 86, y: 100 }, Pos { x: 85, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2285
Pos { x: 85, y: 100 }, Pos { x: 84, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2286
Pos { x: 84, y: 100 }, Pos { x: 83, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2287
Pos { x: 83, y: 100 }, Pos { x: 82, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2288
Pos { x: 82, y: 100 }, Pos { x: 81, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2289
Pos { x: 81, y: 100 }, Pos { x: 80, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2290
Pos { x: 80, y: 100 }, Pos { x: 79, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2291
Pos { x: 79, y: 100 }, Pos { x: 78, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2292
Pos { x: 78, y: 100 }, Pos { x: 77, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2293
Pos { x: 77, y: 100 }, Pos { x: 76, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2294
Pos { x: 76, y: 100 }, Pos { x: 75, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2295
Pos { x: 75, y: 100 }, Pos { x: 74, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2296
Pos { x: 74, y: 100 }, Pos { x: 73, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2297
Pos { x: 73, y: 100 }, Pos { x: 72, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2298
Pos { x: 72, y: 100 }, Pos { x: 71, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2299
Pos { x: 71, y: 100 }, Pos { x: 70, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2300
Pos { x: 70, y: 100 }, Pos { x: 69, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2301
Pos { x: 69, y: 100 }, Pos { x: 68, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2302
Pos { x: 68, y: 100 }, Pos { x: 67, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2303
Pos { x: 67, y: 100 }, Pos { x: 66, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2304
Pos { x: 66, y: 100 }, Pos { x: 65, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2305
Pos { x: 65, y: 100 }, Pos { x: 64, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2306
Pos { x: 64, y: 100 }, Pos { x: 63, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2307
Pos { x: 63, y: 100 }, Pos { x: 62, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2308
Pos { x: 62, y: 100 }, Pos { x: 61, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2309
Pos { x: 61, y: 100 }, Pos { x: 60, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2310
Pos { x: 60, y: 100 }, Pos { x: 59, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2311
Pos { x: 59, y: 100 }, Pos { x: 58, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2312
Pos { x: 58, y: 100 }, Pos { x: 57, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2313
Pos { x: 57, y: 100 }, Pos { x: 56, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2314
Pos { x: 56, y: 100 }, Pos { x: 55, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2315
Pos { x: 55, y: 100 }, Pos { x: 54, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2316
Pos { x: 54, y: 100 }, Pos { x: 53, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2317
Pos { x: 53, y: 100 }, Pos { x: 52, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2318
Pos { x: 52, y: 100 }, Pos { x: 51, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2319
Pos { x: 51, y: 100 }, Pos { x: 50, y: 100 }, Left(Dir { dx: -1, dy: 0 }), 2320
Pos { x: 51, y: 100 }, Pos { x: 51, y: 99 }, Up(Dir { dx: 0, dy: -1 }), 2320
Pos { x: 51, y: 99 }, Pos { x: 51, y: 98 }, Up(Dir { dx: 0, dy: -1 }), 2321
Pos { x: 51, y: 98 }, Pos { x: 51, y: 97 }, Up(Dir { dx: 0, dy: -1 }), 2322
Pos { x: 51, y: 97 }, Pos { x: 51, y: 96 }, Up(Dir { dx: 0, dy: -1 }), 2323
Pos { x: 51, y: 96 }, Pos { x: 51, y: 95 }, Up(Dir { dx: 0, dy: -1 }), 2324
Pos { x: 51, y: 95 }, Pos { x: 51, y: 94 }, Up(Dir { dx: 0, dy: -1 }), 2325
Pos { x: 51, y: 94 }, Pos { x: 51, y: 93 }, Up(Dir { dx: 0, dy: -1 }), 2326
Pos { x: 51, y: 93 }, Pos { x: 51, y: 92 }, Up(Dir { dx: 0, dy: -1 }), 2327
Pos { x: 51, y: 92 }, Pos { x: 51, y: 91 }, Up(Dir { dx: 0, dy: -1 }), 2328
Pos { x: 51, y: 91 }, Pos { x: 51, y: 90 }, Up(Dir { dx: 0, dy: -1 }), 2329
Pos { x: 51, y: 90 }, Pos { x: 51, y: 89 }, Up(Dir { dx: 0, dy: -1 }), 2330
Pos { x: 51, y: 89 }, Pos { x: 51, y: 88 }, Up(Dir { dx: 0, dy: -1 }), 2331
Pos { x: 51, y: 88 }, Pos { x: 51, y: 87 }, Up(Dir { dx: 0, dy: -1 }), 2332
Pos { x: 51, y: 87 }, Pos { x: 51, y: 86 }, Up(Dir { dx: 0, dy: -1 }), 2333
Pos { x: 51, y: 86 }, Pos { x: 51, y: 85 }, Up(Dir { dx: 0, dy: -1 }), 2334
Pos { x: 51, y: 85 }, Pos { x: 51, y: 84 }, Up(Dir { dx: 0, dy: -1 }), 2335
Pos { x: 51, y: 84 }, Pos { x: 51, y: 83 }, Up(Dir { dx: 0, dy: -1 }), 2336
Pos { x: 51, y: 83 }, Pos { x: 51, y: 82 }, Up(Dir { dx: 0, dy: -1 }), 2337
Pos { x: 51, y: 82 }, Pos { x: 51, y: 81 }, Up(Dir { dx: 0, dy: -1 }), 2338
Pos { x: 51, y: 81 }, Pos { x: 51, y: 80 }, Up(Dir { dx: 0, dy: -1 }), 2339
